Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
572,19.4875,4,9/1/97,1.5,29,31.81,1
573,12.87,2,2/4/97,1,238,5.98,1
574,26.435,2,3/27/97,2,187,NA,0
575,19.99,1,1/3/97,1,270,NA,0
576,14.99,1,1/3/97,1,270,NA,0
577,29.99,1,1/3/97,1,270,NA,0
578,15.96,1,1/3/97,1,270,NA,0
579,13.9,1,1/3/97,1,270,NA,0
580,15.36,1,1/3/97,1,270,NA,0
581,14.37,1,1/3/97,1,270,NA,0
582,43.485,2,7/23/97,3,69,24.48,1
583,32.6225,4,4/27/97,2.25,156,37.97,1
584,11.77,1,1/17/97,1,256,NA,0
585,27.18111111,9,8/31/97,2,30,28.17666667,1
586,88.53035714,28,9/30/97,5.928571429,0,74.158,1
587,36.74333333,6,9/12/97,2.5,18,NA,0
588,40.3,1,1/3/97,3,270,NA,0
589,21.85,2,2/24/97,1.5,218,41.47,1
590,29.33,1,1/9/97,2,264,12.99,1
591,15.36,1,1/3/97,1,270,12.99,1
592,40.41333333,3,4/28/97,3,155,NA,0
593,24.145,4,9/2/97,1.75,28,26.82,1
594,31.32,1,1/17/97,2,256,NA,0
595,37.33,2,6/2/97,2,120,15.49,1
596,30.44,3,9/20/97,2.333333333,10,NA,0
597,13.23666667,3,6/20/97,1,102,NA,0
598,21.565,2,3/5/97,1.5,209,37.97,1
599,20.055,2,8/31/97,1.5,30,NA,0
600,15.36,1,1/3/97,1,270,NA,0
601,9.77,2,2/6/97,1,236,NA,0
602,124.8666667,3,8/1/97,9,60,NA,0
603,24.13,1,1/3/97,2,270,NA,0
604,68.97,1,1/3/97,3,270,NA,0
605,53.68,1,1/3/97,4,270,NA,0
606,19.99,1,1/3/97,1,270,19.99,1
607,81.96,1,1/3/97,4,270,NA,0
608,30.93,5,2/14/97,2.4,228,59.95,1
609,63.76285714,7,9/19/97,3.571428571,11,41.99,1
610,19.9,3,4/6/97,1,177,63.96,1
611,11.77,1,1/3/97,1,270,13.99,1
612,12.49,1,1/3/97,1,270,NA,0
613,16.65666667,3,6/16/97,1,106,NA,0
614,13.365,2,1/28/97,1,245,12.93,1
615,39.455,2,1/27/97,2,246,NA,0
616,16.575,2,8/18/97,1,43,14.99,1
617,29.92,1,1/3/97,2,270,NA,0
618,38.105,2,6/20/97,2.5,102,NA,0
619,27.33318182,22,9/29/97,2.045454545,1,30.26285714,1
620,13.77,1,1/3/97,1,270,NA,0
621,16.135,2,1/14/97,1,259,NA,0
622,59.97,1,1/3/97,3,270,NA,0
623,32.72,1,1/3/97,2,270,NA,0
624,36.578,5,6/26/97,2.4,96,33.98,1
625,11.77,1,1/3/97,1,270,29.48,1
626,138.89,1,2/6/97,10,236,82.99333333,1
627,15.76,1,1/3/97,1,270,NA,0
628,21.99,1,1/3/97,1,270,NA,0
629,47.795,4,5/22/97,3.25,131,41.725,1
630,37.47,1,1/3/97,3,270,NA,0
631,14.37,2,1/3/97,1,270,12.58,1
632,14.665,2,2/7/97,1,235,NA,0
633,40.705,6,7/25/97,3,67,NA,0
634,13.97,1,2/8/97,1,234,NA,0
635,70.142,5,6/11/97,4.2,111,82.62,1
636,27.92,1,1/3/97,3,270,NA,0
637,12.97,1,1/3/97,1,270,NA,0
638,29.99,1,1/3/97,1,270,12.49,1
639,13.97,2,1/8/97,1,265,NA,0
640,15.36,1,1/3/97,1,270,NA,0
641,35.12,1,1/3/97,3,270,NA,0
642,16.99,1,1/14/97,1,259,NA,0
643,21.34333333,6,5/23/97,1.666666667,130,31.9025,1
644,9.77,1,1/3/97,1,270,NA,0
645,25.6,2,9/30/97,2,0,24.99,1
646,13.865,2,8/27/97,1,34,12.99,1
647,35.985,2,6/30/97,3,92,NA,0
648,62.47,2,1/10/97,3,263,NA,0
649,14.96,1,1/3/97,1,270,33.98,1
650,15.36,1,1/3/97,1,270,NA,0
651,24.99,1,1/3/97,1,270,NA,0
652,11.77,1,1/3/97,1,270,NA,0
653,33.84,2,7/8/97,2,84,27.485,1
654,37.61,2,4/28/97,3,155,NA,0
655,31.955,2,5/31/97,1.5,122,NA,0
656,55.1,1,1/3/97,3,270,57.395,1
657,71.49,1,1/3/97,5,270,NA,0
658,14.96,1,1/3/97,1,270,NA,0
659,34.30083333,12,8/17/97,2.333333333,44,51.678,1
660,9.97,1,1/3/97,1,270,NA,0
661,12.77,1,1/3/97,1,270,NA,0
662,33.055,4,3/25/97,1.5,189,21.49,1
663,22.08,4,8/10/97,1.75,51,21.96571429,1
664,23.54,1,1/3/97,2,270,NA,0
665,11.97,1,1/3/97,1,270,NA,0
666,22.14,2,6/21/97,2,101,NA,0
667,55.16,4,7/30/97,3.5,62,NA,0
668,59.515,2,3/26/97,4,188,NA,0
669,26.14,1,1/3/97,2,270,NA,0
670,27.04,2,7/1/97,2,91,24.725,1
671,11.77,1,1/3/97,1,270,13.99,1
672,18.65,2,6/28/97,1.5,94,NA,0
673,14.77,1,1/3/97,1,270,NA,0
674,21.28375,8,8/3/97,1.5,58,NA,0
675,24.99,1,1/3/97,1,270,NA,0
676,22.54,1,1/3/97,2,270,NA,0
677,58.98,1,1/3/97,2,270,NA,0
678,15.36,1,1/3/97,1,270,NA,0
679,46.69,1,1/3/97,2,270,NA,0
680,15.96,1,1/3/97,1,270,NA,0
681,29.98,1,1/3/97,2,270,NA,0
682,42.29,2,2/2/97,3,240,NA,0
683,62.62666667,3,4/25/97,4.333333333,158,NA,0
684,13.97,1,1/3/97,1,270,NA,0
685,8.77,1,1/3/97,1,270,NA,0
686,32.37,1,1/3/97,1,270,NA,0
687,12.97,1,1/3/97,1,270,34.41,1
688,14.37,1,1/3/97,1,270,NA,0
689,12.25,5,6/23/97,1,99,NA,0
690,21.75,1,1/3/97,2,270,NA,0
691,23.68285714,7,7/20/97,1.857142857,72,40.97333333,1
692,12.49,1,1/3/97,1,270,NA,0
693,15.66,2,6/4/97,1,118,NA,0
694,15.99,1,1/3/97,1,270,NA,0
695,25.965,2,1/22/97,1.5,251,NA,0
696,37.11,1,1/3/97,3,270,NA,0
697,13.97,1,1/3/97,1,270,NA,0
698,23.55333333,3,8/21/97,1.666666667,40,19.4375,1
699,9.98,1,1/3/97,1,270,11.49,1
700,89.54,1,1/4/97,2,269,NA,0
701,16.7,1,1/3/97,1,270,NA,0
702,19.95,6,9/17/97,1.166666667,13,14.49,1
703,121.34,1,1/4/97,8,269,NA,0
704,17.95666667,3,7/17/97,1.333333333,75,31.48,1
705,24.54,1,1/3/97,2,270,11.88,1
706,17.36,1,1/3/97,1,270,NA,0
707,12.49,1,1/3/97,1,270,NA,0
708,24.98,1,1/3/97,2,270,NA,0
709,14.9,1,1/3/97,1,270,NA,0
710,45.72636364,22,9/20/97,2.454545455,10,38.36717949,1
711,31.595,8,8/18/97,1.875,43,23.59333333,1
712,24.54,1,1/3/97,2,270,34.06,1
713,0,1,1/3/97,1,270,NA,0
714,21.37,1,1/3/97,1,270,NA,0
715,21.46,2,2/8/97,1.5,234,NA,0
716,6.79,1,1/3/97,1,270,NA,0
717,15.335,2,8/25/97,1,36,17.99,1
718,13.87,2,4/28/97,1,155,11.99,1
719,34.98,1,1/7/97,2,266,NA,0
720,26.98,1,1/3/97,2,270,NA,0
721,31.13,1,1/3/97,2,270,NA,0
722,47.39,2,3/12/97,3,202,52.005,1
723,14.79,1,1/3/97,1,270,NA,0
724,67.75,1,1/3/97,3,270,NA,0
725,13.97,1,1/3/97,1,270,NA,0
726,29.42,3,1/17/97,2,256,NA,0
727,9.77,1,1/3/97,1,270,NA,0
728,21.7,1,1/3/97,1,270,NA,0
729,26.355625,16,8/19/97,1.625,42,45.89,1
730,59.81818182,11,8/29/97,3.636363636,32,32.89666667,1
731,14.96,1,1/3/97,1,270,56.98,1
732,36.105,2,7/13/97,3,79,42.98,1
733,125.6,1,1/3/97,7,270,NA,0
734,18.455,2,7/29/97,1.5,63,NA,0
735,11.27,2,7/7/97,1,85,13.705,1
736,28.74,1,1/3/97,2,270,NA,0
737,32.854,5,7/6/97,2.2,86,36.05,1
738,9.98,2,2/3/97,1,239,NA,0
739,34.92,2,3/8/97,3,206,NA,0
740,15.36,1,1/3/97,1,270,NA,0
741,43.13,1,1/4/97,2,269,NA,0
742,64.575,2,1/27/97,4.5,246,NA,0
743,15.7,1,1/12/97,1,261,NA,0
744,63.84,1,1/3/97,5,270,103.68,1
745,12.49,1,1/3/97,1,270,NA,0
746,86,4,7/19/97,6.5,73,NA,0
747,38.61,2,1/21/97,3,252,NA,0
748,49.97,1,1/3/97,3,270,NA,0
749,36.74,1,1/3/97,2,270,NA,0
750,63.62,1,1/3/97,4,270,NA,0
751,29.37,1,1/3/97,1,270,NA,0
752,57.98,1,1/3/97,2,270,NA,0
753,24.94,2,9/18/97,1.5,12,22.49,1
754,23.04,2,2/22/97,1.5,220,NA,0
755,52.99,1,1/3/97,1,270,NA,0
756,23.47333333,3,8/23/97,2,38,NA,0
757,9.77,1,1/3/97,1,270,NA,0
758,24.43842105,19,9/17/97,1.473684211,13,33.57571429,1
759,13.37,1,1/3/97,1,270,16.99,1
760,13.565,2,2/2/97,1,240,26.3,1
761,9.97,1,1/3/97,1,270,NA,0
762,23.54,1,1/3/97,2,270,NA,0
763,43.795,2,1/23/97,3.5,250,NA,0
764,27.43,2,4/13/97,2,170,15.735,1
765,168.97,2,3/18/97,14,196,11.49,1
766,22.662,10,7/7/97,1.9,85,NA,0
767,30.98111111,9,9/18/97,2.444444444,12,13.99,1
768,43.49,1,1/3/97,3,270,NA,0
769,55.53,1,1/3/97,3,270,NA,0
770,12.77,1,1/3/97,1,270,NA,0
771,34.72,1,1/3/97,2,270,NA,0
772,17.57333333,3,9/18/97,1.333333333,12,22.28571429,1
773,38.55142857,7,7/29/97,2.142857143,63,41.64666667,1
774,12.49,1,1/3/97,1,270,NA,0
775,186.67,1,1/4/97,10,269,NA,0
776,20.112,10,8/26/97,1.4,35,20.83,1
777,9.97,1,1/4/97,1,269,NA,0
778,29.904,5,8/31/97,2,30,NA,0
779,15.9,1,1/4/97,1,269,NA,0
780,43.56333333,3,4/20/97,2.333333333,163,11.49,1
781,19.44,3,6/1/97,1,121,NA,0
782,10.77,1,1/4/97,1,269,NA,0
783,64.8475,8,6/6/97,5,116,26.62333333,1
784,60.81333333,3,8/3/97,4.666666667,58,85.44,1
785,11.97,1,1/4/97,1,269,NA,0
786,60.33,1,1/4/97,3,269,NA,0
787,179.01,1,1/4/97,11,269,NA,0
788,14.96,1,1/4/97,1,269,NA,0
789,35.235,2,4/27/97,2.5,156,28.97,1
790,12.835,6,8/22/97,1,39,21.48444444,1
791,28.77,1,1/4/97,1,269,NA,0
792,50.6,1,1/9/97,2,264,NA,0
793,33.51,1,1/4/97,3,269,NA,0
794,15.16,2,3/2/97,1,212,NA,0
795,13.97,1,1/4/97,1,269,NA,0
796,12.49,1,1/4/97,1,269,NA,0
797,52.56416667,12,7/22/97,4.083333333,70,36.29,1
798,23.54,1,1/12/97,2,261,NA,0
799,60.84,1,2/8/97,4,234,50.96333333,1
800,93.005,2,6/8/97,6,114,36.475,1
801,9.77,1,2/4/97,1,238,NA,0
802,44.14,1,1/4/97,2,269,NA,0
803,11.77,1,1/4/97,1,269,NA,0
804,21.74,1,1/4/97,2,269,31.02,1
805,31.025,2,7/20/97,2.5,72,19.735,1
806,54.73333333,3,2/9/97,2.333333333,233,42.72,1
807,25.14,1,1/4/97,2,269,NA,0
808,55.98,1,1/4/97,2,269,80.43,1
809,27.74,1,1/25/97,2,248,NA,0
810,18.36,1,1/4/97,1,269,NA,0
811,139.41,1,1/6/97,9,267,57.725,1
812,33.52,1,1/4/97,2,269,NA,0
813,64.04,2,2/25/97,5,217,NA,0
814,60.625,2,2/6/97,2.5,236,NA,0
815,9.77,1,1/19/97,1,254,NA,0
816,35.31,1,1/4/97,3,269,NA,0
817,99.8,1,1/4/97,6,269,NA,0
818,14.07,2,1/26/97,1,247,NA,0
819,39.95285714,7,1/29/97,2.857142857,244,NA,0
820,21.7,1,1/4/97,1,269,15.49,1
821,18.34,4,9/25/97,1.5,5,19.98,1
822,24.7,5,6/1/97,1.8,121,NA,0
823,11.97,1,1/4/97,1,269,NA,0
824,63.15571429,7,8/15/97,4,46,31.656,1
825,100.74,1,1/4/97,2,269,155.19,1
826,34.94,1,1/4/97,2,269,NA,0
827,38.40833333,6,2/11/97,1.5,231,33.48,1
828,33.375,2,3/25/97,1.5,189,NA,0
829,11.75,1,1/4/97,1,269,NA,0
830,14.5125,4,5/28/97,1,125,12.99,1
831,53.98,1,1/4/97,2,269,NA,0
832,13.77,1,1/4/97,1,269,NA,0
833,21.37,1,1/4/97,1,269,NA,0
834,21.98,1,1/4/97,2,269,NA,0
835,16.56,1,1/4/97,2,269,NA,0
836,108.68,3,6/1/97,7.333333333,121,140.42,1
837,24.46,3,5/12/97,1.666666667,141,19.48,1
838,14.99,1,1/4/97,1,269,NA,0
839,14.99,1,1/4/97,1,269,NA,0
840,26.74,1,1/6/97,2,267,26.235,1
841,14.975,2,1/13/97,1,260,NA,0
842,30.48,2,1/19/97,2,254,NA,0
843,29.152,5,8/18/97,1.8,43,NA,0
844,11.77,1,1/4/97,1,269,NA,0
845,29.02333333,6,9/20/97,1.333333333,10,17.70142857,1
846,72.168,5,7/13/97,4.8,79,45.72,1
847,37.51,1,1/4/97,3,269,NA,0
848,23.54,1,1/4/97,2,269,36.95,1
849,15.42428571,7,7/26/97,1,66,11.99,1
850,58.9825,4,9/15/97,3.5,15,158.89,1
851,22.19,2,1/14/97,2,259,NA,0
852,12.49,1,1/4/97,1,269,NA,0
853,42.7,1,1/4/97,3,269,NA,0
854,44.51,1,1/22/97,3,251,NA,0
855,56.085,2,6/25/97,3.5,97,NA,0
856,20.78,3,8/27/97,1.333333333,34,149.89,1
857,24.94,1,1/4/97,2,269,NA,0
858,26.73,1,1/13/97,2,260,NA,0
859,30.80666667,3,9/18/97,2.333333333,12,NA,0
860,21.694,5,8/6/97,1.8,55,16.82,1
861,33.475,2,7/26/97,2,66,14.99,1
862,49.99,1,1/4/97,1,269,NA,0
863,43.7,1,1/4/97,3,269,NA,0
864,11.77,1,1/4/97,1,269,NA,0
865,53.655,2,1/27/97,3.5,246,NA,0
866,34.34,1,1/4/97,2,269,NA,0
867,53.47,1,1/4/97,3,269,NA,0
868,44.88,1,1/4/97,3,269,NA,0
869,49.98,1,1/4/97,2,269,NA,0
870,27.44666667,9,8/28/97,2,33,39.22,1
871,9.77,1,1/4/97,1,269,14.49,1
872,11.77,1,1/4/97,1,269,NA,0
873,41.49333333,3,2/3/97,3,239,18.82,1
874,28.075,4,3/2/97,1.25,212,32.74,1
875,16.99,1,1/4/97,1,269,NA,0
876,24.84,4,4/7/97,1,176,NA,0
877,14.99,1,1/4/97,1,269,NA,0
878,14.3,1,1/4/97,1,269,NA,0
879,14.37,1,1/4/97,1,269,NA,0
880,24.975,2,1/9/97,1.5,264,NA,0
881,41.205,4,7/28/97,2.75,64,106.03,1
882,18.21333333,3,7/15/97,1.666666667,77,NA,0
883,36.99,1,1/11/97,1,262,NA,0
884,82.89,1,1/4/97,3,269,NA,0
885,11.77,1,1/4/97,1,269,NA,0
886,16.7,1,1/4/97,1,269,NA,0
887,74.54,11,9/4/97,5.272727273,26,102.45,1
888,9.98,1,1/9/97,1,264,NA,0
889,16.675,2,1/25/97,1,248,NA,0
890,23.54,2,2/15/97,2,227,NA,0
891,29.575,4,3/1/97,2.25,213,37.97,1
892,36.86,3,1/17/97,2.333333333,256,14.15666667,1
893,109.28,1,1/4/97,4,269,NA,0
894,20.99,5,4/23/97,1.6,160,11.49,1
895,18.855,2,5/3/97,1.5,150,NA,0
896,28.874,5,9/15/97,1.6,15,8.985,1
897,36.35,1,1/4/97,2,269,NA,0
898,14.99,1,1/4/97,1,269,NA,0
899,145.47,1,1/4/97,2,269,NA,0
900,28.33,1,1/4/97,2,269,NA,0
901,28.93,1,1/4/97,2,269,12.99,1
902,20.54,1,1/4/97,2,269,NA,0
903,22.77,1,1/4/97,1,269,NA,0
904,15.09333333,3,2/1/97,1.333333333,241,NA,0
905,12.928,5,8/17/97,1,44,NA,0
906,38.76,1,1/4/97,2,269,NA,0
907,15.36,1,1/4/97,1,269,NA,0
908,0,1,1/4/97,1,269,NA,0
909,27.13,1,1/4/97,2,269,NA,0
910,18.045,4,7/25/97,1,67,21.123,1
911,42.67,1,1/4/97,2,269,NA,0
912,18.265,4,3/12/97,2,202,NA,0
913,12.77,1,1/4/97,1,269,NA,0
914,27.94,1,1/4/97,2,269,NA,0
915,20.855,2,6/21/97,1.5,101,20.235,1
916,89.24,1,1/4/97,5,269,NA,0
917,8.97,1,1/4/97,1,269,NA,0
918,60.55,2,2/14/97,4.5,228,15.49,1
919,68.29,1,3/12/97,5,202,NA,0
920,29.455,2,4/5/97,1.5,178,27.33571429,1
921,24.98,1,1/6/97,2,267,NA,0
922,47.48,1,1/7/97,4,266,NA,0
923,46.82,4,8/7/97,2.25,54,30.98,1
924,42.47,2,9/21/97,3,9,NA,0
925,0,1,1/4/97,1,269,NA,0
926,21.755,2,9/29/97,2,1,91.43,1
927,216.94,1,1/4/97,15,269,36.80666667,1
928,34.45333333,3,4/27/97,3,156,NA,0
929,58.54666667,3,4/1/97,4.666666667,182,NA,0
930,24.67333333,3,2/4/97,1.666666667,238,NA,0
931,15.168,5,6/9/97,1.4,113,15.49,1
932,13.56,1,1/4/97,2,269,11.88,1
933,56.00571429,7,4/7/97,4.142857143,176,NA,0
934,25.51,2,6/15/97,1,107,NA,0
935,24.98,1,1/4/97,2,269,NA,0
936,14.99,1,1/4/97,1,269,NA,0
937,16.36,1,1/10/97,1,263,NA,0
938,104.3633333,3,6/25/97,7.666666667,97,127.92,1
939,14.9,1,1/4/97,1,269,NA,0
940,25.13,1,1/4/97,2,269,NA,0
941,21.358,5,9/21/97,1.6,9,14.24,1
942,18.655,2,6/25/97,1.5,97,14.99,1
943,17.49,2,3/9/97,1,205,NA,0
944,35.99,1,1/4/97,1,269,NA,0
945,19.91,4,8/17/97,1.25,44,13.99,1
946,33.38,3,4/22/97,2.333333333,161,22.97,1
947,37.115,2,2/9/97,4,233,NA,0
948,37.86,2,7/24/97,2,68,NA,0
949,45.69,1,1/4/97,3,269,NA,0
950,68.47,1,1/11/97,4,262,NA,0
951,34.03333333,3,9/24/97,2.666666667,6,55.46,1
952,31.98,1,1/4/97,2,269,NA,0
953,15.36,1,1/4/97,1,269,NA,0
954,58.66,1,1/4/97,3,269,NA,0
955,48.81,2,3/19/97,3.5,195,NA,0
956,34.69,1,1/4/97,2,269,NA,0
957,68.65,1,1/4/97,5,269,NA,0
958,117.1,1,1/4/97,8,269,NA,0
959,17.9,1,1/6/97,1,267,NA,0
960,27.77,1,1/4/97,1,269,NA,0
961,98.38,1,1/5/97,7,268,NA,0
962,26.56428571,7,9/22/97,1.857142857,8,13.99,1
963,75.81,1,1/4/97,5,269,NA,0
964,14.37,1,1/4/97,1,269,NA,0
965,11.985,2,9/15/97,1,15,13.755,1
966,21.75,1,1/4/97,2,269,NA,0
967,33.35,1,2/17/97,2,225,NA,0
968,12.132,5,7/11/97,1,81,6.49,1
969,14.96,1,1/4/97,1,269,NA,0
970,16.49,2,1/18/97,1,255,NA,0
971,13.37,2,7/26/97,1,66,NA,0
972,29.33,1,1/4/97,2,269,NA,0
973,46.99,1,1/4/97,1,269,NA,0
974,18.36,1,1/4/97,1,269,NA,0
975,95.73,1,1/5/97,4,268,NA,0
976,13.97,1,1/4/97,1,269,NA,0
977,28.99,1,1/4/97,1,269,NA,0
978,12.695,2,4/19/97,1,164,NA,0
979,82.83,1,1/5/97,5,268,63.352,1
980,44.335,2,9/14/97,3,16,67.42666667,1
981,24.99,1,1/7/97,1,266,283.39,1
982,48.5,1,1/5/97,4,268,NA,0
983,137.11,1,1/5/97,10,268,NA,0
984,44.69,1,1/5/97,3,268,NA,0
985,66.855,2,6/7/97,5,115,42.47,1
986,77.25,1,1/5/97,4,268,NA,0
987,20.95,2,2/24/97,1.5,218,NA,0
988,49.34,5,9/11/97,3.4,19,NA,0
989,14.96,1,1/5/97,1,268,NA,0
990,25.655,2,1/8/97,4,265,NA,0
991,25.14,2,2/12/97,2,230,71.54,1
992,57.4775,4,7/22/97,3.75,70,27.49,1
993,10.77,1,1/5/97,1,268,21.735,1
994,27.94,1,1/5/97,2,268,14.49,1
995,17.655,2,3/15/97,1.5,199,NA,0
996,79.55,1,1/5/97,3,268,NA,0
997,32.61,7,9/15/97,2,15,27.98,1
998,63.3475,4,4/23/97,4.25,160,26.48,1
999,29.85666667,3,8/3/97,2,58,12.58,1
1000,8.99,1,1/20/97,1,253,NA,0
1001,24.34333333,3,5/18/97,1.666666667,135,NA,0
1002,14.37,2,2/10/97,1,232,15.48,1
1003,44.75,1,1/5/97,2,268,NA,0
1004,59.98,2,2/5/97,2,237,137.92,1
1005,31.32,1,1/5/97,2,268,NA,0
1006,14.37,1,1/5/97,1,268,NA,0
1007,23.475,2,1/29/97,1.5,244,NA,0
1008,28.79333333,3,5/17/97,2,136,NA,0
1009,20.3,2,2/19/97,1,223,NA,0
1010,21.74,1,1/5/97,2,268,NA,0
1011,54.67,1,1/6/97,4,267,NA,0
1012,18.655,4,5/3/97,1.5,150,NA,0
1013,38.99,1,1/5/97,1,268,NA,0
1014,96.36,1,1/5/97,5,268,NA,0
1015,19.7,1,1/5/97,1,268,NA,0
1016,11.77,1,1/18/97,1,255,12.99,1
1017,9.97,1,1/5/97,1,268,NA,0
1018,13.61333333,3,9/23/97,1,7,36.812,1
1019,25.875,2,1/15/97,1.5,258,NA,0
1020,29.73,1,1/5/97,2,268,NA,0
1021,36.72,2,7/20/97,2.5,72,NA,0
1022,14.7,1,1/5/97,1,268,NA,0
1023,24.98,1,1/5/97,2,268,NA,0
1024,62.25,1,1/5/97,5,268,NA,0
1025,28.235,2,3/5/97,2,209,18.95,1
1026,51.39333333,3,6/21/97,4.333333333,101,NA,0
1027,14.07,2,6/24/97,1,98,NA,0
1028,14.48,1,1/5/97,2,268,NA,0
1029,81.20333333,3,4/6/97,5.666666667,177,NA,0
1030,40.986,5,5/11/97,2,142,NA,0
1031,31.32,1,1/5/97,2,268,NA,0
1032,40.96375,8,7/25/97,2.875,67,30.25,1
1033,55.88,1,1/5/97,4,268,NA,0
1034,33.96,1,1/5/97,2,268,NA,0
1035,54.465,2,2/26/97,4,216,NA,0
1036,12.77,1,1/5/97,1,268,NA,0
1037,79.6,2,2/20/97,5.5,222,55.97,1
1038,283.97,1,1/5/97,1,268,NA,0
1039,19.61666667,3,7/15/97,1.666666667,77,15.49,1
1040,15.99,1,1/5/97,1,268,NA,0
1041,65.43,1,1/5/97,4,268,28.48,1
1042,42.7,1,2/18/97,3,224,NA,0
1043,75.82,1,1/5/97,6,268,NA,0
1044,11.77,1,1/5/97,1,268,NA,0
1045,29.73,1,1/5/97,2,268,29.85,1
1046,44.5675,4,4/22/97,2.75,161,NA,0
1047,32.31,1,1/7/97,3,266,NA,0
1048,35.81,2,2/26/97,3,216,NA,0
1049,14.37,1,1/5/97,1,268,NA,0
1050,21.76,1,1/5/97,2,268,NA,0
1051,13.97,1,1/5/97,1,268,NA,0
1052,11.77,1,1/5/97,1,268,NA,0
1053,55.67,1,1/5/97,4,268,26.165,1
1054,25.74,1,1/5/97,2,268,NA,0
1055,33.4,1,1/5/97,2,268,NA,0
1056,36.04666667,3,4/9/97,2.333333333,174,NA,0
1057,31.06,3,2/19/97,2.333333333,223,NA,0
1058,31.52,1,1/5/97,2,268,NA,0
1059,155.37,1,1/5/97,1,268,NA,0
1060,29.92,1,1/5/97,2,268,NA,0
1061,11.77,1,1/5/97,1,268,NA,0
1062,14.96,1,1/5/97,1,268,NA,0
1063,26.24,2,5/29/97,2,124,NA,0
1064,45.31,1,1/5/97,3,268,NA,0
1065,31.77,2,3/8/97,1,206,NA,0
1066,47.28,2,3/16/97,3.5,198,37.47,1
1067,71.45,1,1/5/97,5,268,NA,0
1068,13.50333333,3,6/25/97,1,97,22.278,1
1069,21.68666667,3,5/6/97,1.666666667,147,NA,0
1070,14.37,1,1/5/97,1,268,NA,0
1071,160.76,1,1/5/97,2,268,21.98333333,1
1072,14.37,1,1/5/97,1,268,NA,0
1073,26.99,1,1/5/97,1,268,NA,0
1074,68.84,1,1/5/97,3,268,NA,0
1075,14.37,1,1/5/97,1,268,16.48666667,1
1076,58.8,3,8/17/97,4,44,NA,0
1077,52.45875,16,9/27/97,2.5,3,75.30757576,1
1078,14.425,2,2/20/97,1,222,16.99,1
1079,66,1,1/5/97,4,268,NA,0
1080,14.99,1,1/5/97,1,268,NA,0
1081,29.98,1,1/5/97,2,268,NA,0
1082,25.74,1,1/5/97,2,268,53.99,1
1083,23.04125,8,9/8/97,1.625,22,45.96666667,1
1084,20.35,2,6/22/97,1.5,100,72.2,1
1085,25.69555556,9,9/14/97,1.777777778,16,15.9425,1
1086,15.165,2,6/13/97,1,109,26.48,1
1087,26.93,1,1/5/97,2,268,31.378,1
1088,47.07,1,1/5/97,2,268,NA,0
1089,27.6175,4,9/24/97,2,6,NA,0
1090,17.56,1,1/5/97,2,268,NA,0
1091,51.805,2,3/26/97,2,188,NA,0
1092,20.9475,4,8/29/97,1.5,32,34.39833333,1
1093,24.99,1,1/5/97,1,268,NA,0
1094,13.562,5,8/19/97,1,42,23.084,1
1095,10.875,2,1/15/97,1,258,NA,0
1096,13.97,1,1/5/97,1,268,NA,0
1097,155.24,1,1/5/97,12,268,NA,0
1098,11.77,1,1/5/97,1,268,NA,0
1099,26.045,8,7/9/97,1.75,83,23.235,1
1100,17.7725,4,6/30/97,1.25,92,NA,0
1101,0,1,1/5/97,1,268,NA,0
1102,51.88,1,1/6/97,4,267,NA,0
1103,41.1,1,1/5/97,3,268,NA,0
1104,31.71,1,1/5/97,3,268,30.98,1
1105,20.335,2,1/5/97,1,268,NA,0
1106,14.37,1,1/5/97,1,268,NA,0
1107,18.82,3,6/22/97,1.333333333,100,NA,0
1108,12.83538462,13,9/10/97,1.230769231,20,4.79,1
1109,13.97,1,1/5/97,1,268,NA,0
1110,75.45,1,1/5/97,5,268,NA,0
1111,13.28,2,7/13/97,1,79,33.22,1
1112,11.77,1,1/5/97,1,268,NA,0
1113,33.99,1,1/5/97,1,268,NA,0
1114,19.99,1,3/9/97,1,205,28.98,1
1115,19.99,1,1/6/97,1,267,NA,0
1116,14.37,1,1/5/97,1,268,NA,0
1117,14.96,1,1/27/97,1,246,NA,0
1118,9.77,1,1/5/97,1,268,NA,0
1119,11.77,2,5/3/97,1,150,NA,0
1120,14.365,2,3/22/97,1,192,13.99,1
1121,33.33,3,6/30/97,2,92,38.47,1
1122,40.885,2,8/13/97,2,48,NA,0
1123,19.96,1,1/5/97,2,268,NA,0
1124,26.13,1,1/5/97,2,268,NA,0
1125,14.07,2,3/27/97,1,187,NA,0
1126,64.28,1,1/6/97,8,267,NA,0
1127,14.37,1,1/5/97,1,268,NA,0
1128,13.99,1,1/5/97,1,268,NA,0
1129,13.97,1,1/5/97,1,268,NA,0
1130,14.99,1,1/5/97,1,268,NA,0
1131,71.63,1,1/5/97,5,268,NA,0
1132,21.83666667,3,8/4/97,1.666666667,57,13.87,1
1133,13.975,2,9/27/97,1,3,19.784,1
1134,42.98,1,1/5/97,2,268,NA,0
1135,32.95,1,1/6/97,2,267,NA,0
1136,11.77,1,1/5/97,1,268,NA,0
1137,54.1,1,1/8/97,3,265,38.31,1
1138,16,1,1/5/97,1,268,NA,0
1139,11.97,3,5/9/97,1,144,NA,0
1140,13.97,1,1/5/97,2,268,NA,0
1141,16.7,1,1/5/97,1,268,NA,0
