"","Profit99","Online99","Age99","Inc99","Tenure99","District99","ID","CumProfit","CumProfitPercent","PercentCust"
"24104",1205,1,3,4,4.5,1200,24104,577296,"16%","1.2%"
"11186",1201,0,7,1,25.91,1300,11186,578497,"16%","1.2%"
"31219",1201,0,7,2,11.58,1200,31219,579698,"16%","1.2%"
"30132",1200,0,4,9,11.41,1300,30132,580898,"16%","1.2%"
"25019",1198,0,NA,1,17,1200,25019,582096,"17%","1.2%"
"16069",1197,0,4,1,31.33,1200,16069,583293,"17%","1.2%"
"31239",1194,1,NA,7,5.66,1300,31239,584487,"17%","1.2%"
"11830",1193,0,7,7,38.25,1100,11830,585680,"17%","1.2%"
"21559",1193,0,4,3,18,1200,21559,586873,"17%","1.2%"
"24328",1191,0,4,9,15,1200,24328,588064,"17%","1.2%"
"29576",1190,0,6,8,32.5,1300,29576,589254,"17%","1.2%"
"2034",1189,0,NA,NA,3.33,1200,2034,590443,"17%","1.2%"
"8620",1189,1,NA,NA,28.25,1200,8620,591632,"17%","1.3%"
"12721",1189,0,4,5,33.41,1100,12721,592821,"17%","1.3%"
"16748",1188,0,7,6,18.83,1200,16748,594009,"17%","1.3%"
"24047",1188,0,6,1,22.91,1100,24047,595197,"17%","1.3%"
"18617",1186,0,6,9,16.16,1200,18617,596383,"17%","1.3%"
"12286",1179,0,NA,NA,10.91,1300,12286,597562,"17%","1.3%"
"25081",1179,0,5,7,5.58,1100,25081,598741,"17%","1.3%"
"16893",1175,0,3,9,5.58,1200,16893,599916,"17%","1.3%"
"31218",1174,0,5,8,35.08,1200,31218,601090,"17%","1.3%"
"4000",1173,0,4,8,15.16,1200,4000,602263,"17%","1.3%"
"19315",1173,1,4,8,18.58,1200,19315,603436,"17%","1.3%"
"25677",1173,0,5,6,15.41,1200,25677,604609,"17%","1.3%"
"1913",1172,0,6,8,8.08,1300,1913,605781,"17%","1.3%"
"15280",1171,0,4,6,2.16,1200,15280,606952,"17%","1.3%"
"17745",1171,1,4,9,26.66,1200,17745,608123,"17%","1.3%"
"18078",1171,1,3,9,10.58,1200,18078,609294,"17%","1.3%"
"10043",1169,0,NA,NA,10.25,1200,10043,610463,"17%","1.3%"
"10175",1169,0,4,7,3.5,1200,10175,611632,"17%","1.3%"
"7761",1168,0,7,3,4.91,1200,7761,612800,"17%","1.3%"
"19443",1167,0,7,2,13.91,1200,19443,613967,"17%","1.3%"
"25284",1166,0,6,5,8.58,1200,25284,615133,"17%","1.3%"
"2489",1165,0,5,4,15.58,1200,2489,616298,"17%","1.3%"
"7497",1165,0,6,4,38.75,1200,7497,617463,"18%","1.3%"
"13845",1164,0,7,1,5.33,1300,13845,618627,"18%","1.3%"
"20970",1164,0,NA,NA,4.33,1200,20970,619791,"18%","1.3%"
"26862",1164,0,6,6,15.83,1200,26862,620955,"18%","1.3%"
"24221",1163,0,4,9,12.91,1200,24221,622118,"18%","1.3%"
"8084",1161,1,3,9,6.75,1200,8084,623279,"18%","1.3%"
"15278",1157,0,NA,NA,13.08,1200,15278,624436,"18%","1.3%"
"26496",1157,0,NA,NA,1.16,1200,26496,625593,"18%","1.3%"
"30689",1155,0,5,4,30.66,1300,30689,626748,"18%","1.4%"
"12420",1153,1,7,6,6.41,1200,12420,627901,"18%","1.4%"
"24008",1153,0,3,9,10.08,1200,24008,629054,"18%","1.4%"
"11642",1152,0,6,9,17.5,1200,11642,630206,"18%","1.4%"
"16425",1152,0,NA,NA,9.5,1100,16425,631358,"18%","1.4%"
"12125",1151,1,3,9,22.66,1200,12125,632509,"18%","1.4%"
"25377",1151,0,3,9,2.41,1200,25377,633660,"18%","1.4%"
"6399",1150,1,6,6,11.08,1300,6399,634810,"18%","1.4%"
"15089",1149,0,4,9,18.91,1200,15089,635959,"18%","1.4%"
"17949",1148,0,6,6,16.83,1200,17949,637107,"18%","1.4%"
"30873",1147,1,4,7,23.41,1200,30873,638254,"18%","1.4%"
"17700",1146,0,2,5,6.75,1200,17700,639400,"18%","1.4%"
"23809",1146,1,3,9,7.58,1200,23809,640546,"18%","1.4%"
"15968",1145,1,NA,NA,11.5,1200,15968,641691,"18%","1.4%"
"5775",1144,0,3,NA,8,1300,5775,642835,"18%","1.4%"
"23482",1144,0,NA,NA,8.41,1200,23482,643979,"18%","1.4%"
"6297",1143,0,6,9,30.75,1200,6297,645122,"18%","1.4%"
"16236",1143,0,4,6,10.91,1200,16236,646265,"18%","1.4%"
"13192",1141,0,6,7,10.83,1300,13192,647406,"18%","1.4%"
"8851",1140,0,3,4,18.41,1100,8851,648546,"18%","1.4%"
"5357",1139,0,7,2,6.66,1200,5357,649685,"18%","1.4%"
"19768",1139,0,4,9,11.33,1200,19768,650824,"18%","1.4%"
"3056",1138,0,5,9,36.5,1200,3056,651962,"18%","1.4%"
"16613",1135,1,6,7,14.08,1200,16613,653097,"19%","1.4%"
"29239",1135,0,4,9,8.66,1200,29239,654232,"19%","1.4%"
"30280",1135,0,7,9,21.25,1300,30280,655367,"19%","1.4%"
"4080",1133,1,2,NA,3.75,1200,4080,656500,"19%","1.4%"
"30771",1133,0,NA,2,3.5,1200,30771,657633,"19%","1.4%"
"15476",1132,0,7,4,31.75,1100,15476,658765,"19%","1.4%"
"9274",1131,0,5,7,19.91,1200,9274,659896,"19%","1.4%"
"28697",1131,0,3,6,8.33,1300,28697,661027,"19%","1.5%"
"843",1130,0,5,9,6.66,1200,843,662157,"19%","1.5%"
"1779",1130,0,NA,NA,11,1200,1779,663287,"19%","1.5%"
"10617",1130,0,4,6,13,1200,10617,664417,"19%","1.5%"
"13467",1129,0,6,5,22.91,1300,13467,665546,"19%","1.5%"
"29798",1129,0,5,9,0.16,1200,29798,666675,"19%","1.5%"
"2536",1128,0,NA,NA,10.66,1200,2536,667803,"19%","1.5%"
"10662",1128,0,3,3,21.83,1200,10662,668931,"19%","1.5%"
"17740",1128,0,NA,9,20.91,1200,17740,670059,"19%","1.5%"
"1935",1127,0,4,6,1.41,1200,1935,671186,"19%","1.5%"
"15825",1127,0,5,6,22.08,1300,15825,672313,"19%","1.5%"
"17313",1126,0,3,7,15.58,1200,17313,673439,"19%","1.5%"
"23038",1126,0,4,8,2.58,1200,23038,674565,"19%","1.5%"
"26165",1124,1,5,6,1.58,1200,26165,675689,"19%","1.5%"
"12444",1123,1,4,5,25.41,1200,12444,676812,"19%","1.5%"
"17090",1123,0,6,3,7.33,1200,17090,677935,"19%","1.5%"
"27056",1123,1,3,9,1.5,1200,27056,679058,"19%","1.5%"
"8619",1122,1,5,7,22.08,1200,8619,680180,"19%","1.5%"
"25137",1122,0,3,9,5.91,1200,25137,681302,"19%","1.5%"
"17295",1121,0,3,9,5.58,1200,17295,682423,"19%","1.5%"
"18486",1121,0,NA,NA,19.83,1200,18486,683544,"19%","1.5%"
"2355",1118,0,4,6,8.33,1200,2355,684662,"19%","1.5%"
"30947",1118,1,3,2,5.91,1100,30947,685780,"19%","1.5%"
"10471",1115,0,6,9,15.16,1200,10471,686895,"19%","1.5%"
"17145",1115,0,6,6,31,1200,17145,688010,"20%","1.5%"
"10528",1114,0,3,6,4.83,1200,10528,689124,"20%","1.5%"
"10920",1114,0,4,6,27.41,1200,10920,690238,"20%","1.5%"
"4585",1113,0,7,8,16.75,1200,4585,691351,"20%","1.5%"
"7902",1112,0,7,1,16.75,1200,7902,692463,"20%","1.5%"
"26405",1111,0,6,6,13.33,1200,26405,693574,"20%","1.5%"
"14679",1109,0,4,9,30.25,1200,14679,694683,"20%","1.5%"
"22987",1109,0,4,6,22.33,1200,22987,695792,"20%","1.5%"
"5624",1108,1,4,6,14.08,1200,5624,696900,"20%","1.5%"
"6090",1107,0,NA,NA,25.58,1200,6090,698007,"20%","1.5%"
"2160",1102,0,7,4,11.58,1200,2160,699109,"20%","1.5%"
"16444",1102,1,4,9,28.25,1200,16444,700211,"20%","1.5%"
"6581",1101,0,5,6,32.25,1100,6581,701312,"20%","1.6%"
"25035",1101,0,3,7,3.58,1200,25035,702413,"20%","1.6%"
"28081",1101,0,7,7,22.33,1200,28081,703514,"20%","1.6%"
"23936",1100,0,7,1,29,1200,23936,704614,"20%","1.6%"
"29428",1100,0,7,7,21.41,1300,29428,705714,"20%","1.6%"
"6259",1099,1,3,7,7.58,1200,6259,706813,"20%","1.6%"
"23116",1099,0,7,2,21.75,1200,23116,707912,"20%","1.6%"
"14764",1098,0,4,9,14.08,1200,14764,709010,"20%","1.6%"
"24812",1098,1,6,6,38.91,1200,24812,710108,"20%","1.6%"
"18352",1097,0,3,2,14.33,1200,18352,711205,"20%","1.6%"
"30439",1096,0,5,9,19.41,1200,30439,712301,"20%","1.6%"
"917",1095,0,4,8,10.16,1200,917,713396,"20%","1.6%"
"10261",1094,1,NA,NA,9.16,1200,10261,714490,"20%","1.6%"
"17805",1094,1,5,9,21.16,1200,17805,715584,"20%","1.6%"
"31551",1093,0,4,6,19.41,1200,31551,716677,"20%","1.6%"
"13386",1092,0,NA,NA,7.75,1200,13386,717769,"20%","1.6%"
"23467",1092,0,6,3,20.75,1200,23467,718861,"20%","1.6%"
"6957",1091,0,7,4,14.58,1100,6957,719952,"20%","1.6%"
"10788",1091,0,6,3,16.83,1300,10788,721043,"20%","1.6%"
"13765",1091,0,7,7,25.33,1200,13765,722134,"20%","1.6%"
"234",1088,0,6,4,26.91,1200,234,723222,"21%","1.6%"
"19438",1088,0,4,9,20.75,1200,19438,724310,"21%","1.6%"
"23285",1087,0,3,7,7.91,1200,23285,725397,"21%","1.6%"
"2095",1085,0,NA,NA,21.83,1200,2095,726482,"21%","1.6%"
"2235",1085,1,3,2,8,1200,2235,727567,"21%","1.6%"
"4582",1084,0,NA,NA,28,1200,4582,728651,"21%","1.6%"
"5616",1084,0,4,7,23.58,1200,5616,729735,"21%","1.6%"
"30630",1084,1,5,9,25.33,1200,30630,730819,"21%","1.6%"
"4264",1082,0,5,4,22.91,1300,4264,731901,"21%","1.6%"
"18626",1080,0,3,9,7.58,1200,18626,732981,"21%","1.6%"
"22995",1080,0,5,7,5.83,1200,22995,734061,"21%","1.6%"
"6773",1078,0,5,9,20.91,1200,6773,735139,"21%","1.6%"
"20147",1078,0,5,1,30.08,1200,20147,736217,"21%","1.7%"
"23814",1078,0,6,8,34.41,1200,23814,737295,"21%","1.7%"
"24738",1078,0,7,9,20,1200,24738,738373,"21%","1.7%"
"10880",1077,0,6,4,17.66,1200,10880,739450,"21%","1.7%"
"15190",1077,0,4,5,17.33,1200,15190,740527,"21%","1.7%"
"23485",1077,0,3,5,7.91,1100,23485,741604,"21%","1.7%"
"27741",1077,0,7,6,20.33,1200,27741,742681,"21%","1.7%"
"30068",1076,0,7,1,40.16,1100,30068,743757,"21%","1.7%"
"1128",1073,0,NA,NA,5.16,1200,1128,744830,"21%","1.7%"
"26146",1072,0,NA,NA,24.66,1200,26146,745902,"21%","1.7%"
"23215",1071,1,NA,NA,27.41,1200,23215,746973,"21%","1.7%"
"25686",1070,0,4,6,15.91,1200,25686,748043,"21%","1.7%"
"25907",1070,0,NA,NA,11.91,1200,25907,749113,"21%","1.7%"
"14917",1066,0,4,9,6.83,1200,14917,750179,"21%","1.7%"
"4221",1065,1,2,1,6.16,1200,4221,751244,"21%","1.7%"
"14180",1065,0,4,7,6.91,1200,14180,752309,"21%","1.7%"
"13712",1064,0,3,9,14.91,1200,13712,753373,"21%","1.7%"
"28148",1063,1,5,7,19.25,1300,28148,754436,"21%","1.7%"
"27672",1062,0,5,9,5.33,1200,27672,755498,"21%","1.7%"
"9369",1061,0,3,9,4.66,1200,9369,756559,"21%","1.7%"
"20476",1061,0,7,8,19.66,1200,20476,757620,"21%","1.7%"
"6444",1060,0,7,4,17.83,1200,6444,758680,"22%","1.7%"
"8707",1059,0,6,3,16.16,1100,8707,759739,"22%","1.7%"
"14910",1059,0,4,9,18.41,1200,14910,760798,"22%","1.7%"
"24031",1058,0,7,4,22.08,1200,24031,761856,"22%","1.7%"
"18678",1057,0,7,2,10.58,1200,18678,762913,"22%","1.7%"
"18985",1057,0,NA,NA,1.83,1200,18985,763970,"22%","1.8%"
"17908",1056,0,3,9,8.25,1200,17908,765026,"22%","1.8%"
"7209",1055,0,6,6,10,1200,7209,766081,"22%","1.8%"
"16280",1055,0,4,3,25.5,1200,16280,767136,"22%","1.8%"
"22588",1055,0,5,8,19.58,1200,22588,768191,"22%","1.8%"
"26513",1055,0,7,9,11.58,1200,26513,769246,"22%","1.8%"
"29349",1055,0,4,9,8.5,1200,29349,770301,"22%","1.8%"
"25661",1054,1,NA,NA,11.5,1200,25661,771355,"22%","1.8%"
"2450",1053,0,6,3,19.25,1200,2450,772408,"22%","1.8%"
"381",1052,0,NA,NA,40.66,1200,381,773460,"22%","1.8%"
"8780",1050,0,6,3,16.75,1200,8780,774510,"22%","1.8%"
"27879",1049,0,4,9,1.41,1200,27879,775559,"22%","1.8%"
"28869",1049,0,3,8,10.66,1200,28869,776608,"22%","1.8%"
"11995",1048,0,6,4,37.16,1100,11995,777656,"22%","1.8%"
"22823",1048,0,3,3,24.08,1200,22823,778704,"22%","1.8%"
"23102",1047,0,7,7,18.08,1200,23102,779751,"22%","1.8%"
"16145",1046,1,4,7,11.66,1200,16145,780797,"22%","1.8%"
"17617",1046,0,4,9,8.91,1200,17617,781843,"22%","1.8%"
"17959",1046,0,5,9,2.16,1200,17959,782889,"22%","1.8%"
"12039",1045,0,3,5,2.75,1200,12039,783934,"22%","1.8%"
"13129",1045,0,6,7,26.25,1200,13129,784979,"22%","1.8%"
"14701",1045,0,NA,NA,22.25,1300,14701,786024,"22%","1.8%"
"29453",1045,0,6,5,9,1300,29453,787069,"22%","1.8%"
"7875",1044,0,7,9,21.58,1200,7875,788113,"22%","1.8%"
"597",1043,0,6,4,31,1200,597,789156,"22%","1.8%"
"17335",1042,1,5,8,20.66,1200,17335,790198,"22%","1.8%"
"22401",1039,0,2,NA,2.5,1100,22401,791237,"22%","1.8%"
"1375",1037,0,3,7,10.16,1200,1375,792274,"22%","1.8%"
"21825",1037,1,3,6,4.83,1200,21825,793311,"22%","1.8%"
"24772",1037,0,7,7,25.58,1200,24772,794348,"23%","1.8%"
"6117",1036,0,2,7,13.5,1200,6117,795384,"23%","1.8%"
"26713",1036,1,4,7,14.08,1200,26713,796420,"23%","1.9%"
"23585",1035,0,7,6,19.75,1300,23585,797455,"23%","1.9%"
"24254",1035,0,3,9,19.91,1200,24254,798490,"23%","1.9%"
"5134",1034,0,NA,NA,19.08,1200,5134,799524,"23%","1.9%"
"24075",1033,0,3,9,19.58,1200,24075,800557,"23%","1.9%"
"30339",1033,0,6,4,18.41,1300,30339,801590,"23%","1.9%"
"9480",1032,0,NA,NA,25.5,1200,9480,802622,"23%","1.9%"
"13220",1032,0,3,4,14.75,1200,13220,803654,"23%","1.9%"
"23704",1032,0,NA,NA,8.75,1200,23704,804686,"23%","1.9%"
"18714",1031,0,6,9,18.75,1200,18714,805717,"23%","1.9%"
"16572",1029,0,5,7,15.58,1200,16572,806746,"23%","1.9%"
"14605",1028,0,5,6,8.66,1200,14605,807774,"23%","1.9%"
"22610",1028,0,NA,NA,21.08,1200,22610,808802,"23%","1.9%"
"26428",1028,0,3,8,11.33,1200,26428,809830,"23%","1.9%"
"1289",1027,0,6,6,0.5,1200,1289,810857,"23%","1.9%"
"8872",1026,0,3,9,7.58,1200,8872,811883,"23%","1.9%"
"18248",1026,0,NA,NA,18.33,1200,18248,812909,"23%","1.9%"
"27327",1026,0,4,8,8.33,1200,27327,813935,"23%","1.9%"
"9615",1025,0,3,3,0.58,1200,9615,814960,"23%","1.9%"
"10192",1024,0,4,6,27,1300,10192,815984,"23%","1.9%"
"5365",1022,0,4,7,1.41,1200,5365,817006,"23%","1.9%"
"20142",1022,0,NA,NA,7.91,1200,20142,818028,"23%","1.9%"
"10703",1021,0,7,6,8.83,1200,10703,819049,"23%","1.9%"
"29095",1021,0,3,7,3.58,1200,29095,820070,"23%","1.9%"
"2750",1020,0,NA,NA,24.08,1300,2750,821090,"23%","1.9%"
"6231",1020,0,4,9,6.75,1200,6231,822110,"23%","1.9%"
"29916",1020,0,7,9,7.91,1200,29916,823130,"23%","1.9%"
"28934",1019,0,4,9,17.58,1200,28934,824149,"23%","1.9%"
"11509",1018,0,NA,NA,10.25,1200,11509,825167,"23%","1.9%"
"13254",1018,1,5,7,22.08,1300,13254,826185,"23%","2.0%"
"17872",1018,0,6,4,33.33,1100,17872,827203,"23%","2.0%"
"29862",1017,0,4,9,17.75,1200,29862,828220,"23%","2.0%"
"30839",1017,0,6,9,9.66,1200,30839,829237,"24%","2.0%"
"778",1016,0,3,7,15.5,1200,778,830253,"24%","2.0%"
"20684",1016,0,7,3,16,1200,20684,831269,"24%","2.0%"
"25265",1016,1,2,8,4.41,1200,25265,832285,"24%","2.0%"
"16315",1015,0,NA,NA,16.83,1200,16315,833300,"24%","2.0%"
"24315",1015,0,NA,NA,10.33,1200,24315,834315,"24%","2.0%"
"5789",1013,0,6,3,18.83,1200,5789,835328,"24%","2.0%"
"13604",1013,0,5,1,0.33,1300,13604,836341,"24%","2.0%"
"11757",1010,0,4,7,27.58,1200,11757,837351,"24%","2.0%"
"19669",1010,0,7,7,3,1200,19669,838361,"24%","2.0%"
"14173",1007,1,3,6,23.5,1200,14173,839368,"24%","2.0%"
"20138",1007,0,4,9,11,1200,20138,840375,"24%","2.0%"
"3807",1006,1,3,5,9.66,1200,3807,841381,"24%","2.0%"
"1211",1005,0,6,4,17.75,1200,1211,842386,"24%","2.0%"
"7704",1005,0,7,1,14.08,1200,7704,843391,"24%","2.0%"
"15005",1005,0,7,1,31.08,1100,15005,844396,"24%","2.0%"
"27954",1005,1,NA,NA,7.08,1200,27954,845401,"24%","2.0%"
"21043",1004,0,4,8,10.83,1200,21043,846405,"24%","2.0%"
"22148",1004,0,NA,NA,10.08,1100,22148,847409,"24%","2.0%"
"362",1003,1,5,5,21.91,1200,362,848412,"24%","2.0%"
"22902",1003,0,NA,NA,8.41,1200,22902,849415,"24%","2.0%"
"4624",1002,0,NA,NA,12.83,1300,4624,850417,"24%","2.0%"
"15307",1002,0,4,1,5.75,1100,15307,851419,"24%","2.0%"
"24965",1002,0,7,5,19.16,1200,24965,852421,"24%","2.0%"
"1696",1001,0,7,3,7.66,1200,1696,853422,"24%","2.0%"
"20540",1001,0,3,9,6.33,1200,20540,854423,"24%","2.0%"
"23464",1001,0,NA,NA,0.16,1200,23464,855424,"24%","2.0%"
"23730",1001,0,7,5,16.91,1200,23730,856425,"24%","2.0%"
"22743",999,0,4,7,24.66,1200,22743,857424,"24%","2.1%"
"29528",999,0,7,NA,10.58,1200,29528,858423,"24%","2.1%"
"10257",998,1,4,7,15.83,1200,10257,859421,"24%","2.1%"
"19839",998,0,5,6,3.33,1300,19839,860419,"24%","2.1%"
"23245",998,0,3,7,11.33,1200,23245,861417,"24%","2.1%"
"2259",997,1,6,6,17.66,1200,2259,862414,"24%","2.1%"
"27704",997,0,6,8,36.75,1200,27704,863411,"24%","2.1%"
"1252",996,0,4,7,18.66,1200,1252,864407,"25%","2.1%"
"16571",996,0,7,6,12.33,1200,16571,865403,"25%","2.1%"
"2138",995,0,4,4,16.25,1200,2138,866398,"25%","2.1%"
"12562",995,0,6,1,21.58,1300,12562,867393,"25%","2.1%"
"9566",994,1,4,9,23.5,1200,9566,868387,"25%","2.1%"
"13916",994,0,7,9,28.41,1200,13916,869381,"25%","2.1%"
"5295",993,0,NA,NA,13.91,1200,5295,870374,"25%","2.1%"
"26034",992,0,3,9,36.58,1200,26034,871366,"25%","2.1%"
"4408",991,0,7,6,12.41,1200,4408,872357,"25%","2.1%"
"17289",991,0,7,2,35.66,1300,17289,873348,"25%","2.1%"
"20230",991,0,7,7,28.41,1200,20230,874339,"25%","2.1%"
"2418",990,1,4,9,17.91,1200,2418,875329,"25%","2.1%"
"4787",990,0,7,1,7.66,1200,4787,876319,"25%","2.1%"
"9179",990,0,5,6,4,1200,9179,877309,"25%","2.1%"
"17237",990,0,6,3,24.75,1100,17237,878299,"25%","2.1%"
"24413",990,0,NA,NA,3.16,1200,24413,879289,"25%","2.1%"
"25605",990,1,3,7,3.75,1100,25605,880279,"25%","2.1%"
"31145",990,1,3,8,10.16,1200,31145,881269,"25%","2.1%"
"2631",989,0,3,9,7.58,1200,2631,882258,"25%","2.1%"
"14468",988,0,6,1,15.83,1100,14468,883246,"25%","2.1%"
"19928",988,1,3,7,6.08,1200,19928,884234,"25%","2.1%"
"20766",988,0,3,7,11.33,1200,20766,885222,"25%","2.1%"
"5221",986,0,7,2,40.33,1200,5221,886208,"25%","2.1%"
"29989",986,0,6,9,8.75,1200,29989,887194,"25%","2.1%"
"6671",985,0,3,6,6.58,1200,6671,888179,"25%","2.1%"
"7842",985,0,4,8,9.91,1200,7842,889164,"25%","2.1%"
"26893",985,0,NA,NA,17.66,1200,26893,890149,"25%","2.2%"
"17660",984,0,6,5,5.66,1300,17660,891133,"25%","2.2%"
"27884",984,0,3,8,3.75,1200,27884,892117,"25%","2.2%"
"7122",983,0,7,3,16.66,1200,7122,893100,"25%","2.2%"
"19331",983,0,2,NA,4.5,1200,19331,894083,"25%","2.2%"
"23718",983,0,4,7,6.75,1300,23718,895066,"25%","2.2%"
"28602",983,0,4,9,3.66,1100,28602,896049,"25%","2.2%"
"31212",983,0,3,9,12.75,1200,31212,897032,"25%","2.2%"
"24801",982,0,7,6,9.58,1200,24801,898014,"25%","2.2%"
"26645",981,0,4,7,6.75,1200,26645,898995,"25%","2.2%"
"1359",980,0,7,8,2.25,1200,1359,899975,"26%","2.2%"
"28500",980,0,3,5,16.58,1200,28500,900955,"26%","2.2%"
"28691",980,1,4,7,22.41,1200,28691,901935,"26%","2.2%"
"5110",979,1,2,3,10.33,1200,5110,902914,"26%","2.2%"
"11046",979,0,4,9,12,1200,11046,903893,"26%","2.2%"
"29074",979,0,3,9,4.33,1200,29074,904872,"26%","2.2%"
"1089",978,0,NA,6,6.08,1200,1089,905850,"26%","2.2%"
"1586",978,0,NA,NA,19.66,1300,1586,906828,"26%","2.2%"
"4472",978,0,NA,NA,19.41,1200,4472,907806,"26%","2.2%"
"13792",978,0,6,1,22.08,1100,13792,908784,"26%","2.2%"
"7530",977,0,4,9,17.58,1200,7530,909761,"26%","2.2%"
"9452",977,0,6,7,23.91,1200,9452,910738,"26%","2.2%"
"26592",977,1,5,4,11.16,1200,26592,911715,"26%","2.2%"
"30936",975,0,NA,NA,2.16,1200,30936,912690,"26%","2.2%"
"31251",973,0,2,8,7.66,1200,31251,913663,"26%","2.2%"
"18077",972,0,NA,NA,12.33,1200,18077,914635,"26%","2.2%"
"27090",972,0,7,9,15,1200,27090,915607,"26%","2.2%"
"4280",971,0,4,3,2,1200,4280,916578,"26%","2.2%"
"17880",970,0,7,5,25.58,1200,17880,917548,"26%","2.3%"
"7158",969,0,5,6,31.41,1200,7158,918517,"26%","2.3%"
"19481",968,0,4,8,3.16,1200,19481,919485,"26%","2.3%"
"25756",968,1,3,9,11.25,1200,25756,920453,"26%","2.3%"
"9725",967,0,5,9,5.83,1200,9725,921420,"26%","2.3%"
"24206",967,1,4,7,10.25,1200,24206,922387,"26%","2.3%"
"29294",965,0,NA,NA,11.25,1200,29294,923352,"26%","2.3%"
"26248",964,1,4,6,1.33,1200,26248,924316,"26%","2.3%"
"27973",964,0,6,9,26.5,1200,27973,925280,"26%","2.3%"
"11070",963,0,4,9,10.66,1200,11070,926243,"26%","2.3%"
"17622",963,0,4,8,8.16,1300,17622,927206,"26%","2.3%"
"23171",963,0,4,7,13,1200,23171,928169,"26%","2.3%"
"20814",962,0,3,7,10.91,1200,20814,929131,"26%","2.3%"
"24523",962,0,2,5,11.58,1200,24523,930093,"26%","2.3%"
"4038",961,0,5,5,17.33,1200,4038,931054,"26%","2.3%"
"9034",960,0,7,1,27.58,1200,9034,932014,"26%","2.3%"
"15905",959,0,4,7,3.5,1300,15905,932973,"26%","2.3%"
"1294",958,0,4,7,8.91,1200,1294,933931,"26%","2.3%"
"7631",958,0,4,9,18.5,1300,7631,934889,"27%","2.3%"
"16005",958,0,2,7,18.58,1200,16005,935847,"27%","2.3%"
"898",957,0,NA,NA,14.08,1200,898,936804,"27%","2.3%"
"2590",957,0,4,3,0.91,1200,2590,937761,"27%","2.3%"
"21610",957,0,4,9,18.16,1200,21610,938718,"27%","2.3%"
"31484",956,0,4,7,8.41,1200,31484,939674,"27%","2.3%"
"21455",954,0,NA,NA,5.25,1300,21455,940628,"27%","2.3%"
"21906",954,0,6,7,40.25,1200,21906,941582,"27%","2.3%"
"5723",953,0,NA,NA,17,1200,5723,942535,"27%","2.3%"
"12945",953,0,NA,NA,4.08,1100,12945,943488,"27%","2.3%"
"5722",952,0,6,6,17.5,1200,5722,944440,"27%","2.3%"
"26823",952,0,3,6,13.08,1200,26823,945392,"27%","2.3%"
"26943",952,0,NA,NA,29.25,1100,26943,946344,"27%","2.4%"
"31435",952,1,3,6,10.83,1200,31435,947296,"27%","2.4%"
"9859",951,0,6,6,28.41,1200,9859,948247,"27%","2.4%"
"20986",951,1,5,9,3.75,1200,20986,949198,"27%","2.4%"
"22725",951,0,5,6,27.25,1200,22725,950149,"27%","2.4%"
"12552",949,0,6,2,24.08,1200,12552,951098,"27%","2.4%"
"4834",948,0,3,9,26.5,1200,4834,952046,"27%","2.4%"
"12182",948,0,3,7,1.83,1200,12182,952994,"27%","2.4%"
"6550",947,0,7,6,28.16,1100,6550,953941,"27%","2.4%"
"1669",946,0,NA,NA,22.16,1100,1669,954887,"27%","2.4%"
"13832",945,0,3,6,6.66,1200,13832,955832,"27%","2.4%"
"25493",945,0,7,6,30.08,1200,25493,956777,"27%","2.4%"
"4542",944,0,NA,NA,2.75,1200,4542,957721,"27%","2.4%"
"15784",944,0,3,3,0.66,1200,15784,958665,"27%","2.4%"
"7198",943,0,7,6,23.41,1200,7198,959608,"27%","2.4%"
"22141",943,0,4,9,23.66,1200,22141,960551,"27%","2.4%"
"26172",943,0,5,9,4.91,1200,26172,961494,"27%","2.4%"
"8236",940,0,3,9,10.91,1200,8236,962434,"27%","2.4%"
"17266",940,0,NA,NA,28.83,1200,17266,963374,"27%","2.4%"
"21401",940,0,4,9,23.66,1200,21401,964314,"27%","2.4%"
"24313",939,0,7,4,20.83,1100,24313,965253,"27%","2.4%"
"29540",939,0,NA,NA,20.5,1200,29540,966192,"27%","2.4%"
"22374",938,0,NA,NA,20.41,1200,22374,967130,"27%","2.4%"
"8435",937,1,3,8,4.83,1200,8435,968067,"27%","2.4%"
"21182",937,0,4,9,8.66,1200,21182,969004,"27%","2.4%"
"7174",936,0,2,1,3.41,1300,7174,969940,"27%","2.4%"
"12252",936,0,3,5,12.16,1300,12252,970876,"28%","2.4%"
"12449",936,0,NA,NA,23.33,1200,12449,971812,"28%","2.4%"
"13337",935,0,7,3,26.5,1200,13337,972747,"28%","2.4%"
"30185",935,0,4,8,10.5,1200,30185,973682,"28%","2.4%"
"1155",934,0,2,2,7.41,1100,1155,974616,"28%","2.4%"
"29150",934,0,NA,NA,31.58,1100,29150,975550,"28%","2.5%"
"3092",933,0,NA,NA,8,1200,3092,976483,"28%","2.5%"
"14068",933,0,3,9,3.41,1300,14068,977416,"28%","2.5%"
"3396",932,0,5,8,25.58,1200,3396,978348,"28%","2.5%"
"21202",930,0,NA,NA,19.33,1200,21202,979278,"28%","2.5%"
"6009",929,0,3,9,3.91,1200,6009,980207,"28%","2.5%"
"1368",928,0,NA,NA,12.16,1300,1368,981135,"28%","2.5%"
"22897",928,0,5,8,15.08,1200,22897,982063,"28%","2.5%"
"7199",927,0,5,6,22.33,1100,7199,982990,"28%","2.5%"
"7857",926,0,2,3,7.25,1200,7857,983916,"28%","2.5%"
